96,41,788
22,23,42
30,61,746
23,27,704
73,98,81
23,66,577
46,41,775
24,23,903
6,81,736
53,40,144
63,45,698
17,49,666
10,44,820
49,31,211
47,67,769
32,49,305
44,94,359
9,54,115
21,64,691
62,1,258
50,89,995
64,44,515
71,95,848
86,50,758
36,91,557
92,52,590
25,76,276
26,47,156
86,16,538
23,78,42
27,29,446
51,57,868
38,17,931
99,2,647
37,5,333
80,51,475
95,38,83
77,54,136
7,31,96
23,58,301
46,90,722
14,24,429
99,25,718
3,10,31
82,99,987
38,9,104
17,95,847
81,14,175
88,84,863
72,93,801
87,59,399
14,90,985
81,49,672
43,60,296
85,49,868
52,72,451
53,48,627
8,62,474
59,77,345
79,83,966
56,54,167
44,51,157
88,59,427
63,17,135
58,32,105
37,36,762
29,90,211
76,59,876
94,94,19
64,51,898
54,53,12
94,42,939
46,14,954
