63, 20, 221
55, 81, 53
1, 18, 913
16, 89, 82
60, 96, 591
72, 23, 929
21, 8, 239
52, 85, 502
41, 64, 939
26, 93, 11
81, 70, 381
85, 40, 79
16, 19, 28
70, 62, 197
37, 78, 883
86, 76, 279
29, 14, 554
23, 26, 83
35, 58, 289
56, 74, 423
8, 73, 874
74, 7, 204
64, 79, 556
69, 69, 486
9, 90, 426
68, 96, 10
32, 89, 715
4, 3, 41
7, 5, 226
56, 32, 981
27, 12, 761
55, 22, 984
81, 27, 29
48, 75, 540
85, 57, 747
84, 90, 599
83, 4, 416
63, 14, 83
28, 47, 741
9, 2, 702
43, 5, 580
32, 33, 559
47, 82, 610
69, 35, 740
13, 26, 844
7, 27, 244
70, 29, 754
70, 35, 403
41, 48, 494
83, 5, 118
55, 65, 2
90, 73, 700
83, 33, 712
23, 46, 297
9, 9, 992
63, 26, 21
23, 85, 279
88, 57, 433
59, 24, 208
57, 61, 348
66, 99, 867
4, 75, 176
51, 49, 371
98, 23, 244
68, 28, 316
92, 80, 208
44, 63, 186
6, 49, 326
4, 32, 177
45, 44, 789
79, 83, 384
67, 96, 732
90, 66, 150
3, 98, 74
5, 9, 37
64, 26, 43
32, 12, 401
28, 16, 755
86, 16, 518
40, 82, 630
4, 87, 303
14, 69, 331
75, 85, 460
17, 62, 280
44, 73, 656
65, 89, 456
11, 11, 478
30, 53, 740
5, 81, 271
87, 8, 237
11, 12, 783
89, 48, 973
10, 21, 657
67, 80, 223
25, 16, 934
94, 72, 952
33, 90, 460
29, 38, 367
8, 4, 769
18, 18, 142
34, 2, 979
51, 53, 568
77, 21, 327
1, 77, 717
84, 54, 364
95, 57, 84
59, 52, 580
33, 16, 666
70, 23, 87
74, 84, 907
92, 80, 282
61, 59, 48
11, 58, 740
11, 52, 833
60, 83, 991
35, 65, 690
75, 55, 252
33, 40, 30
99, 68, 127
34, 95, 405
54, 27, 697
64, 3, 546
83, 8, 918
28, 8, 528
54, 17, 668
66, 69, 983
38, 69, 131
21, 70, 734
98, 65, 336
30, 82, 903
34, 70, 552
4, 11, 571
91, 95, 762
75, 39, 61
80, 85, 209
37, 52, 31
99, 84, 807
16, 13, 956
52, 88, 870
55, 70, 814
65, 33, 453
66, 68, 21
51, 13, 343
90, 38, 667
36, 42, 156
12, 89, 605
45, 37, 556
55, 94, 183
99, 45, 582
10, 25, 99
20, 71, 651
36, 10, 122
35, 69, 9
11, 34, 259
50, 78, 631
87, 97, 465
10, 75, 180
84, 93, 942
31, 84, 777
3, 29, 711
97, 30, 122
25, 4, 458
91, 13, 168
87, 54, 782
9, 37, 637
68, 41, 475
79, 12, 724
26, 39, 734
35, 54, 268
23, 53, 22
91, 57, 447
51, 39, 965
95, 37, 342
95, 73, 233
22, 34, 897
6, 94, 891
29, 52, 617
41, 3, 543
70, 64, 279
51, 75, 199
34, 5, 121
4, 25, 732
73, 70, 446
16, 48, 570
77, 76, 179
41, 56, 136
63, 31, 154
30, 60, 849
32, 93, 113
34, 5, 335
75, 59, 596
8, 72, 446
61, 73, 514
65, 4, 533
87, 29, 645
76, 24, 928
26, 31, 461
11, 11, 288
13, 39, 759
31, 46, 858
87, 59, 348
63, 57, 248
88, 78, 388
41, 38, 707
44, 64, 224
68, 29, 969
13, 15, 242
23, 87, 865
